District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity
318,MEGHALAYA,Galbla,826925,355542,889253,810716,18210,19890,544354,8058,158771,6984,342817,34890,919877,15425,230841,1114565,199332,2187462,550274,556311,302,1086757,2547736,49690,9606,2216,147,79,13184,1923,337093,23763,24941,14357,842655,315155,1074621,74461,228181,10303,278869,69598,137493,16267,1263076,1007728,328319,1885889,141422,324677,12239,313274,21297,254381,1104,909,299429,713,9637,162000,1636,14798,231208,689790,154910,5566,4695,8692,143,18751,8331,485,370,143535,84275,56565,21878,3570,327,4818,5770,94021,198892,1760,311703,3397,8482,5407,6704,1398,164021,70235,29171,123134,2894,89553,61078,19888,5284,8592,676,14,76719,297,1735,670,1520,555,1495,143,10,5,1179,1175,3996
507,ORISSA,Yekoiiripu,1689563,2241357,605585,990082,425429,439837,99061,476758,59839,26,10178,194495,358172,828126,142201,1050589,49128,838052,14943,371615,28163,73592,2667352,6642,1675,4800,481,6312,4150,26533,10870,343164,282,38643,682856,52856,672852,429092,260433,76664,148990,73398,100573,10304,1572906,451584,2713525,308765,606415,259056,9107,189132,18839,62037,6363,14917,101307,3340,32961,344825,1908,136162,287421,88425,121606,196847,23926,80807,84,33096,869,474,25712,225837,326120,41781,172404,1168,3161,4845,12051,357028,100076,493,128515,12268,12866,1560,26254,26670,435730,93035,44799,135123,6185,45983,178207,44422,5715,22252,7327,12,17647,194,294,433,3868,863,255,53,7,140,72,361,624
132,ASSAM,Hakpaa at,2789472,314643,344309,76400,1026675,310951,261130,19539,312001,0,185468,72208,762088,109114,61790,531090,326186,525752,207434,34436,16515,114937,1526791,700461,14696,137,187,1004,383,3935,23216,547040,6245,12892,370136,660305,13551,478150,145681,8290,16042,92465,71488,15477,651715,516249,3932020,1059457,34839,664760,303,420565,4463,26767,498518,74621,154227,6825,173170,126698,218406,1935,301001,11265,110224,170327,1364,70287,106,83099,877,1714,5932,10882,547371,4534,184805,1696,2691,5573,28160,114182,10115,896,13852,236393,6950,12150,125525,26251,153381,51524,19348,16888,22633,162604,499928,83196,1615,163,2465,4802,37567,19,666,375,1116,138,739,657,174,31,272,297,2118
317,HARYANA,Suuipda,1328578,1280923,1779660,287648,496332,1420077,654859,344,182043,485724,2159,30735,491103,329296,121347,221714,180784,43927,152910,93388,172689,221490,4772580,32463,2212,1094,21163,1690,3823,967,39075,547739,1560,7710,761105,95838,283083,413854,14652,201188,88266,8448,105028,967,782832,1205940,1912938,747289,455142,257630,641,392315,402,31862,97470,13080,157566,3646,120854,193892,66491,6019,335722,93880,81361,293375,7105,43873,3,44551,12004,405,7576,9620,266619,2894,40,8404,114,569,3147,152180,187520,7940,185878,25049,885,21138,35921,36364,205991,78763,23840,43590,19062,29673,559989,171538,14694,5822,1212,237,56006,170,1487,866,416,943,343,378,188,104,2270,179,5410
435,TAMIL NADU,Panaksu,1334721,893490,1152183,2235451,308154,2396777,109874,52891,76778,0,80011,22306,31532,397526,508261,294083,146240,2521607,335833,107456,43176,152828,1373195,219778,761,577,67075,104,106,5255,97759,181489,9221,9841,774641,113322,171202,145365,354846,1289888,119980,3115,33936,18596,890687,277517,3651822,181114,656518,150192,35184,2263,8621,61283,75581,13006,57288,15638,1084124,55058,1932,167,95655,72501,167231,163521,2614,891,246,8172,177,3492,23193,219089,219320,36046,396961,32,2596,3894,79983,19810,51958,498,457481,10349,968,2927,80410,81602,354956,27782,28944,105279,50346,14967,124223,82979,2844,8713,18,725,19443,290,18,886,3296,887,76,356,11,17,486,21,4201
204,WEST BENGAL,Yaaarg,1275632,353963,824023,509174,1428700,582869,1441289,347655,0,21216,103631,159,561471,657283,95508,402646,165405,1149710,96767,8956,8892,88442,3776,204846,7283,2112,447,12942,15,1120,31656,26661,2549,13278,207679,48799,454427,450232,378441,69828,186829,134963,254746,75,523713,1222828,1747433,1855257,1418111,23772,50,159096,60257,37681,37994,9862,161783,7567,20032,247960,1935,31953,260304,110512,254332,216136,7630,147100,13,16546,14119,4592,202,86951,2190,11126,103809,423,202,767,43710,21672,20601,1265,15526,46492,3109,7501,41844,91756,253550,37385,75120,74409,50325,113906,322388,53871,57,736,2610,173,36474,579,1726,161,1656,29,74,468,6,17,326,161,145
339,KARNATAKA,Baithpeor,672215,2387608,533923,154736,935812,410273,446228,18460,143149,1911,262817,72785,933625,482277,224079,531230,170982,569826,4407,10117,11869,181412,469882,46434,23715,5748,104,13,11528,3139,174190,351700,1024,33771,612364,46308,499802,40145,419246,286717,6648,56448,67960,6630,549845,333684,666011,101352,328716,112059,966,178959,12867,91925,78265,131,898691,22766,627716,328904,14502,55250,27525,146843,78734,45643,11030,141248,1172,12105,1707,20,1620,70168,190928,24038,301941,1279,2428,4570,5524,187078,300121,271,13226,106694,5566,72198,12231,15667,51515,284057,19189,103951,50940,22677,112789,1052,2649,13499,6349,87,22426,110,1751,2258,904,316,182,109,31,32,145,35,890
209,ANDHRA PRADESH,Sagal n,1967965,1969907,187046,819581,909246,182114,205459,341542,103799,1844,5464,20991,84200,400320,189508,287686,2561,1920039,554855,7714,12447,114512,1730351,126232,9723,1634,180,14,371,6803,133929,157527,1376,36969,304769,6838,1420502,99234,319982,243141,93915,20886,3596,12817,1313603,503888,1026449,130395,368276,143012,1015,95224,12867,41931,99772,20495,83674,1726,96638,162584,19782,1595,570207,152653,86140,134132,6049,70836,1113,19876,2164,578,16082,189072,463343,13422,563240,4197,2393,1536,6969,7139,7901,755,26786,12617,17070,15955,21320,10188,919037,79532,92330,48704,4995,344042,323378,43543,787,1476,624,146,39759,775,12,586,231,1744,59,36,16,1027,1266,198,1852
8,_RARE_,Burphae,1778888,849413,173334,1866405,189383,267805,0,241423,40926,1299358,116237,0,229106,222705,162911,252399,234966,370109,45357,150995,5139,75316,175411,664396,2180,307,430,73,38,2313,5385,175605,5317,102838,309236,264898,175861,894250,760123,373790,268655,318131,1708,12359,698941,174130,4408210,1178019,389363,479690,4301,101138,7456,8962,127129,31495,144037,1372,79704,14485,87064,22616,258641,47203,114104,100598,63666,153847,178,139954,5153,409,2003,122773,4894,165648,207975,97,409,3234,9192,128756,4600,836,185374,42120,46196,1268,4948,47045,159679,77477,2782,55290,107668,162568,713068,170757,466,18889,6767,79,60852,131,2397,249,342,396,1,4771,143,6,179,651,2962
196,WEST BENGAL,Neiniprg,2038999,1199681,1797359,1157860,103305,55940,416186,129866,169120,43122,22810,39332,765629,28891,547626,1350079,67097,1062893,57043,97910,19708,80753,3500844,155071,759,267,113,120238,1099,26289,99592,273470,25031,10915,898903,660060,631520,183501,182536,240377,23278,37627,22373,1051,1503996,1434685,1311200,662031,523286,147858,655,18072,46106,177698,745,7469,160534,38426,127420,397137,1209,10344,747488,142341,103200,315620,12698,9475,99,6751,1357,1248,178,261348,547304,78426,125109,27,383,3965,4713,35786,20670,43047,134108,7141,6404,26690,102414,18613,199551,289588,34017,102288,18415,81282,226228,28775,21158,17816,4313,126,31009,1095,175,103,537,32,89,716,623,679,170,119,5678
159,CHHATTISGARH,Lalalhwi,693544,636541,688241,997197,339446,773752,241725,245556,234704,513836,0,56174,484773,1066525,185836,196214,57593,99225,177010,15783,9035,395191,1859617,2045151,9978,1597,2085,58,4158,2397,69319,42945,1386,25537,120940,125293,229461,117446,97941,75430,29074,140418,41604,29378,753580,893628,394870,577033,163121,159756,28279,264192,4523,59638,16633,24242,149307,736,86026,391048,8607,17340,61362,31002,93267,71046,13896,171916,559,4206,7711,1730,1851,202087,280026,321013,8407,785,90,6232,15464,89610,146090,1582,15337,200825,14558,7193,21078,40440,44776,79074,84622,223905,90768,24438,141417,82408,390,49054,17888,766,33845,267,25,5703,2202,163,21,263,52,261,1069,4,2992
234,HARYANA,Taamaarap,805021,674127,631270,1157132,558827,202329,917310,68838,146213,128777,9121,53832,320202,167313,66862,453591,81245,1074597,284946,132534,174951,250110,3306264,37094,33663,1665,106,43,78,5363,52849,89170,3384,478,804800,19353,258548,74314,535064,209021,261530,41161,773283,46071,53469,713200,972846,1166957,505968,332772,45,207120,8996,93858,41307,154,141721,25936,277625,995977,156283,20904,404832,64509,5417,80071,6826,141574,5232,18450,90,621,6769,30614,32064,31118,20981,18,1369,2924,82916,72614,42710,528,307088,42762,7927,43899,185530,91615,181464,125729,71232,42244,7176,29542,12398,37879,4796,7021,5416,357,26106,199,1990,798,1085,273,245,968,508,274,463,87,3167
143,KERALA,Gajjaar,1236144,886047,1094190,1242421,919653,18878,184895,9274,160167,79,190897,2875,535867,380917,149946,74815,82688,960410,260738,159708,10379,1118716,1401403,193869,153321,578869,1871,100,226,2459,52723,334886,8149,23300,192441,337075,368633,717902,229349,7722,140859,202381,120040,19229,349684,596594,203582,1593950,301777,116946,1628,214408,5762,71091,89656,1888,147513,78,17495,244966,379,16249,162263,75608,430520,280784,3815,9311,333,9978,3873,2169,9953,103062,176179,32096,41509,3377,1491,5285,1373,8973,37536,137,58819,24718,7895,65432,52274,205130,76762,468955,89357,79210,23395,82962,664795,23363,20613,7916,3099,30,103642,318,1860,294,1057,437,268,934,435,5,11,125,237
90,MAHARASHTRA,Sormdlgda,1771679,905602,130502,2658582,376007,601271,253376,196571,298202,375,13287,0,757031,399448,420391,507992,89261,44419,105122,1729,3058,64510,1505587,707,6447,35994,308,105223,100,925,5142,1077633,19217,3071,214310,350803,642665,495379,608495,636589,475449,142894,248036,2032,690778,193952,1295626,746314,281968,185962,6077,1698,46362,25659,48317,6756,123855,1902,784132,41193,8141,4165,247029,166306,189324,98473,63080,49579,74,29351,585,165,3543,92727,674458,36588,803,3630,7618,1006,5235,140267,109474,53154,127274,5545,1157,33399,18776,32800,14819,28462,46048,131207,68497,124259,17568,43528,6093,3324,64,1400,63189,273,464,3504,1146,269,272,879,122,57,7,119,649
175,RAJASTHAN,Mubkugn,3333918,1372120,815981,1883014,803562,524543,383746,2631,19677,68698,0,406785,390841,785268,428291,693120,262832,1801722,78169,171578,46731,224548,3922362,83347,4109,12515,983,22414,260,420,13485,121390,2670,9939,1192233,117725,756112,183314,102987,6886,269034,49027,49919,682,2017923,70076,216015,27547,17023,363752,3679,9730,152115,44836,49624,19975,220233,2391,101862,15533,33191,50869,767001,133481,8623,509003,416,24499,47,30185,1561,5163,643,352566,236162,11825,151027,29,1096,4096,2178,117140,3081,203,25032,2256,10470,18470,62936,6785,83042,3036,19587,103597,12705,18682,207574,196760,10567,17872,12260,1166,30108,105,998,405,3672,93,254,754,6,220,324,64,365
210,KARNATAKA,Baoaaorui,1269790,130514,79602,1543551,954900,29909,60012,36732,37633,57065,80063,100393,268849,46650,104803,103202,113962,1056641,287886,457218,21419,554940,10311,151417,3489,1013,167,127,9,540,49350,7556,4739,136413,1000502,261555,633963,89213,220529,72993,119502,136281,122141,585,1173173,1191138,728762,895435,989281,282075,44,251812,10243,53928,1595,558,112645,1206,251201,367904,49957,623,370714,16798,66885,286163,83097,113144,104,16347,21444,50,281,67637,106003,179493,222649,64,7675,1132,2918,233590,53837,971,13474,119466,8372,13550,20446,148653,103050,35140,112697,12435,7608,64596,33198,98066,12826,56032,69,1128,46210,306,173,520,418,177,957,34,23,103,0,4,7164
309,RAJASTHAN,Paroaag,2322115,812710,472448,2762380,65317,243507,834151,61265,315841,332,1229,608456,481460,105140,144515,263345,437296,1230740,134662,2444,28262,145533,2311378,315976,27090,324,311,870,367,1282,1136,416977,525,45250,378398,26694,214832,810758,289208,10506,49289,5016,113738,9245,1291866,1043736,2200745,77348,26690,259216,1462,200507,8787,161620,7289,12634,510370,473,57977,392509,233,123796,206231,425512,147636,37706,8708,818,223,330760,507,3412,20041,58173,536,2778,159033,3167,4052,520,19180,111435,83891,15682,94430,724,6656,72022,18004,66771,317471,111532,46841,181946,25548,35318,439631,496,98,4023,7519,88,26703,76,956,623,2842,132,314,108,78,339,304,48,1042
438,UTTAR PRADESH,Eira ari,3624744,601748,1629255,382803,148985,565072,157907,173247,91504,24898,3842,95655,781331,1103983,175414,1993099,174328,809869,364193,12232,12853,16028,1491739,1154335,4151,63,158,8662,28,613,52081,100249,505,12880,281160,186032,817949,230391,56691,162050,78754,111318,133932,30254,631959,657892,1854617,2282662,519522,537366,2578,165777,5011,81135,67978,25138,83915,15529,224730,190003,47219,108,246613,58066,102526,586322,2351,71041,1282,9466,2301,3012,4374,187637,606695,112167,83383,254,74,5668,14486,12297,308458,9311,464026,30971,976,39126,93744,45299,178029,128186,61493,285614,13307,33822,81757,79964,41385,43756,1071,2865,11569,179,503,765,36,29,240,660,60,518,11,1134,3837
159,KARNATAKA,Tarninan,3143840,595859,1718533,3352389,736941,951366,408671,134576,1098,1706,60357,185045,331858,118740,25056,320291,6741,1033290,202051,130364,17993,823848,580917,752504,2184,1444,212,169,244,513,31709,136907,18490,71252,407061,153707,389889,22867,186964,249299,137715,155150,81378,7477,681151,1211732,1203609,954226,219954,320488,799,250107,46457,59825,6952,20865,319595,11633,47154,505160,46749,36864,748422,29957,48811,213051,100563,152593,374,9256,1836,605,8018,262275,572552,567,98664,369,87,6133,2230,36745,624039,103,3167,172,8264,29332,19513,48466,256705,41400,106886,8492,16703,72300,270202,2081,138,20837,16705,407,22045,177,1963,1909,1335,332,73,935,188,307,526,148,963
248,_RARE_,Ranar,3404359,2031500,508472,1876137,229344,274511,793835,145220,392950,628,177774,397,663594,485560,67489,1082296,628238,168807,48123,35433,49587,148796,3398635,104413,2732,27374,3344,2,61,10704,145904,61550,25059,12031,270991,24739,802897,240342,288980,148329,267877,424157,34954,5768,271478,132714,1462911,339732,462500,324734,668,156534,147415,107314,56063,12221,131131,5605,138043,585490,4227,14998,276130,455581,133626,546230,17802,27312,410,13369,1453,353,17978,86104,161667,74331,252228,22,1107,13052,19908,209566,29344,5546,339737,69580,18788,121365,34762,76036,180240,278221,42392,2100,27706,13014,251121,3543,30158,23266,92,87,9236,297,505,2834,634,29,35,1247,240,11,664,771,2376
520,ORISSA,Rhnrua,1001855,1055502,121619,1823343,911600,213334,1875,392451,183201,46005,47553,55036,1213065,1442535,382078,229913,74658,1290648,147344,199471,54919,273117,1250057,469841,373,356,1748,3,119,438,46871,27484,1480,175391,179212,176032,591633,74150,463193,452621,509935,268331,24698,23586,777269,363721,653467,516813,733466,131841,2028,34460,14738,23594,71036,7025,52195,4885,14863,65028,339,63201,674874,164785,150482,23754,6560,43777,170,42353,2954,718,2263,145948,286329,446,213350,576,121,19681,26813,152601,211986,394,31001,1892,18313,25186,17376,43107,122251,80011,62030,225384,1392,40900,15856,106541,13246,12448,3035,1540,42636,265,292,1302,587,51,57,688,11,56,493,137,4430
634,WEST BENGAL,Nipbaama,1241337,1086171,252726,418663,555108,2356825,645514,157440,126524,146505,393602,0,1537822,320693,106015,557904,127918,274908,185039,338082,68994,375296,1005633,915204,283,1652,253,13494,25,486,56083,342561,2577,53764,122707,71382,378270,100968,952583,447783,682911,7663,85791,2471,1982676,1957180,3347671,608431,699179,7009,213,108822,5316,81197,35289,263,241034,7864,86128,135866,1086,50407,1515718,29147,398026,259112,17689,118946,513,6161,272,2680,602,28403,94138,2733,238499,22206,279,2543,23084,80146,325230,2428,12981,132,1001,10622,10235,50490,279295,471632,97586,205042,69382,32332,25994,458,4609,4005,1901,65,36437,52,716,1629,1015,188,90,321,31,961,1610,27,238
19,KARNATAKA,Kuwtdp,3474910,748494,517040,1687758,638169,912838,76643,68705,106345,77228,22811,136670,1004324,261296,222535,416995,131929,185626,473246,466996,29243,103643,2825184,3720,6868,59,17,382,130,777,145733,40886,4852,17049,539182,238968,407924,481951,224479,43776,33459,156428,24787,13753,103570,1033414,1955585,1538525,457448,113849,2526,192352,57826,29232,160343,888,222493,3071,89196,224895,18829,6924,1135919,34718,309047,502552,33322,2209,143,31653,757,1912,11072,79552,418144,41676,143579,11865,370,472,18512,149073,155937,585,33925,21871,7433,87114,88600,32227,118563,3418,41676,113730,7305,64767,207949,17080,64,2327,83,257,22617,405,1693,786,231,1029,113,576,14,332,841,47,2710
251,MADHYA PRADESH,Jawuihgeaaa,2091523,1944446,962341,36816,1502490,246871,423634,149840,47217,230559,242619,42460,1008894,313379,66771,424886,102947,90761,385592,318719,32793,127152,612366,764939,4693,444,191,1998,191,2400,34920,78704,13229,778,150699,197432,324714,8401,68307,210509,973971,64809,135267,19079,998752,547943,2527359,510889,133768,330224,5474,29681,2256,55180,84823,7241,110342,9495,132566,149856,35443,16456,295213,210802,80148,223450,12269,68300,37,5573,11715,4408,635,30417,65291,13,497328,62,96,487,6647,410502,635669,2291,268279,171906,28909,26716,4691,87234,111190,10828,49309,80241,31767,160996,241191,41038,7331,17798,4107,1214,52301,246,354,281,731,89,169,952,297,267,68,249,239
223,BIHAR,Nilawnur,3617446,2831172,1365414,585663,1024952,337000,164715,144115,101410,202658,70119,60350,519398,353240,491542,433938,83623,411339,320261,36016,961,451730,927806,16594,393,136,725,495,137105,2224,69446,73102,1855,478,34093,134349,1101267,383777,474033,267597,47407,94138,10385,9683,1571050,212385,459598,272928,207546,254747,78966,249133,22692,65246,488139,7407,16905,4778,64006,48103,1568,110162,560858,234886,1107619,164408,6674,36051,1270,57775,1191,4704,9974,121650,185913,19282,169312,63,2005,6202,66116,423165,107675,42,40344,916,20524,7891,9090,10843,322483,120279,112314,332821,976,156893,109165,54994,107,5769,95,8755,19130,52,144,752,30,99,9,998,6,612,562,36,7138
136,MIZORAM,Hojesgaar,702217,781899,1197331,3241839,204124,883844,1019534,20738,39451,267128,37451,99670,924943,33751,239946,106929,319055,416361,597,491757,31235,144206,1882072,131640,3239,86,35,226,135,13021,10041,257771,3393,14647,213795,56391,311480,45564,507906,289139,185750,18067,4221,3232,817526,276978,897186,172267,2099831,91047,35005,220833,14498,419031,5034,37335,239345,1588,127574,170320,1207,15860,93123,7963,90471,234667,5436,9098,31571,11351,7326,871,2742,24712,142117,4234,78572,518,896,437,21046,154130,42141,658,70847,3080,53125,29773,18428,24518,861254,61477,110241,2220,5552,50741,242114,53803,14504,9755,26,140,5091,767,279,603,1714,70,95,661,114,356,454,127,1512
592,TAMIL NADU,Dusgaua,544788,3659794,84324,1021309,578299,664671,365120,370466,44678,66042,65521,14117,682716,924356,318378,245713,209760,1236161,414649,44971,24630,251942,1065734,25212,69372,582,1145,3527,554,2248,88578,304958,634,26300,370543,73542,750113,258329,202280,254963,241656,542228,594558,14322,3023834,1451372,3304617,735174,195028,380107,754,248977,7324,59597,120816,3715,149234,9880,46833,86743,28630,30534,222068,155664,206320,130891,7964,81953,79,19589,1033,472,4422,136153,58168,16438,70544,134,3,1046,7585,111830,31164,553,618313,5021,1130,86414,20739,30933,207422,125688,112569,66584,1250,35727,194880,12554,5288,42924,2596,279,8594,646,2196,373,2464,29,42,94,127,51,178,357,2354
621,MADHYA PRADESH,Kiirdmaaa,1726149,838527,23828,570782,169479,289302,27108,147244,438987,214861,4286,331596,49728,725568,97554,400058,214140,1265693,271940,135661,60384,263216,1300382,592,1482,5766,191,17067,2,7499,139430,121206,11644,7986,544426,49546,226856,461715,51790,209774,145833,96252,3522,22283,2070794,7728,195732,620120,751341,383049,4377,70971,3110,42475,122505,14426,79001,21509,5593,83948,116248,13248,172002,253525,145556,584600,18015,15653,339,6751,458,1270,22209,204196,20340,17943,623498,9539,628,562,1842,38521,67809,296,235584,13180,13260,16715,96559,53910,22909,224896,77105,116784,7759,27355,101976,109556,33431,7214,1000,146,2675,8,1262,1396,1217,65,905,1711,358,45,44,288,908
323,PUNJAB,Dasanaurl,188571,1918223,1117378,2043789,1080547,33273,258494,263425,0,1905,32729,4089,395737,226315,808251,289818,19346,400971,158363,304115,56258,311614,1996,659202,1856,2036,53465,1070,63,25792,16443,24750,4883,3991,43427,24895,303691,8798,825176,151071,143354,113894,141191,29751,3622004,186974,3434640,943390,379581,325386,33059,41385,32087,24432,45043,708,57533,2587,3720,964683,102363,29676,370711,42534,161023,216797,37529,96886,405,69596,215,4342,2000,37368,189788,9200,186744,516,2600,11833,6862,6113,792453,760,119929,50,13678,30221,60566,17418,6671,1913,49276,230585,7547,102447,366512,54400,21829,41897,6674,230,9036,345,1060,682,676,300,179,192,393,4,163,3573,2911
576,JAMMU AND KASHMIR,Aanaseur,3380272,1249763,391352,4447579,1423409,61123,267509,26420,252648,61770,54327,111565,607558,519772,250685,692868,97602,388141,141917,2191,7116,251625,37094,50362,6645,160,242,215,516,11797,38127,769611,1622,4466,289055,35328,457236,526120,1219603,12518,79696,86720,89851,4158,2550161,948137,1194898,2864183,154139,215403,2418,79135,1216,41915,37516,6560,139429,15202,293085,27012,3537,12628,701208,59584,183383,251346,21181,24645,184,95137,5252,9472,15147,53843,57718,47617,418398,294,474,3815,44016,136790,172685,464,300339,209,1670,214374,31979,49281,372892,93603,50098,14792,34104,82975,16889,27303,75,13376,234,4962,24937,430,656,527,627,224,365,383,4,82,559,9,2247
634,BIHAR,Uhyhhngth,2402554,884053,967117,1064159,314310,1440611,184939,0,117691,45709,139268,89885,21175,1071194,292997,2201139,79425,1021698,103399,148084,4901,312092,467075,2045151,83345,243,625,3582,15,2256,1468,334071,1642,9646,309808,376700,306584,38777,568090,211162,187788,67351,94148,20499,1033267,722083,2857372,1174476,746129,329555,2264,230949,8416,30874,3287,13476,417393,28119,23006,399853,5334,68689,693515,194607,152216,246780,4782,20957,1234,96306,16272,420,848,101569,28906,30107,26291,2544,449,4850,4961,94017,19826,1218,451162,7719,18666,76300,2017,52730,205952,56518,19579,101464,14347,15196,347388,55611,3581,43901,3207,364,29659,117,2001,237,1466,3,72,569,118,1,329,4,1574
127,HIMACHAL PRADESH,Nridnarh,3127548,305313,23547,607422,556891,882253,117968,383849,2486,465239,574348,7577,222876,52185,861271,1075870,6950,1432543,539707,474299,184665,131568,29001,24339,13236,353,1559,6551,6090,788,160265,214649,363,4499,337032,9435,361139,202331,130439,431138,80195,172363,113275,22171,318719,151935,4095974,1224954,158063,271446,5378,208376,312,7360,43636,20195,6536,225,20305,220215,45919,7952,754089,74493,60650,157741,82160,27432,165,12827,90,1224,21410,99735,25028,87,109907,734,4886,14123,7381,19879,2289,16,94521,9513,12598,49538,123405,12243,176630,61343,50177,63630,546,182640,156896,115657,19195,198,321,204,92407,642,367,72,2467,175,140,924,238,407,14,1008,3624
128,HARYANA,Cawebgu,2034450,1195150,515889,1866293,1426719,943736,697356,442114,97804,12964,81091,99461,924495,33766,20200,415860,118380,618355,23529,390159,69960,995239,33172,23512,9338,239,305,1082,25,4899,32852,283085,44200,76813,284423,12103,418788,86503,209823,36986,633518,473883,151580,8803,2186125,189598,2571751,24257,1420257,511457,2984,284465,22763,82468,151573,25733,58416,46216,14467,165055,16450,5999,160104,8720,295650,401070,2496,16968,198,74300,18138,571,16489,2401,22346,9956,238896,3376,428,2117,6907,115305,641037,922,904696,176,2183,42050,26608,9178,4064,26375,63837,42780,582,113752,402583,61246,1956,14514,4261,891,32925,410,922,432,4344,326,174,42,107,6,268,58,2873
412,UTTAR PRADESH,Darshara,610478,1999337,670961,601631,554812,670018,48,55820,98333,194,12666,13397,1919463,533323,174668,407279,444744,1810212,154131,275,14350,165212,1063219,26026,36261,17058,362,124567,55,2287,4681,481795,409,13428,301322,2073,171227,256468,444241,418986,301636,2052,4647,1258,842647,1015282,669459,3729316,378987,531447,3783,16347,7386,132474,13094,2541,506092,852,581248,158138,9524,7039,156237,5015,787990,15157,4511,6165,259,56881,2412,1460,4726,15330,213618,9246,65441,76,601,1994,30528,3594,308822,279,384800,82863,12397,32443,114656,123457,139105,1667,137473,117546,1983,14034,17648,32902,19036,40170,10659,15,8195,501,529,614,159,30,160,452,46,286,1067,88,440
464,KARNATAKA,Ahatate,1517579,883803,616247,1838743,1095433,144957,47158,233754,145793,318160,56465,144685,1337030,17784,78249,67608,290514,172043,132954,149351,12013,859928,987442,210758,842,434,1123,10,7031,1537,32002,19089,498,9507,226619,39590,309907,448392,713374,66231,589711,61529,141685,9273,367793,516870,368489,1924607,98181,138174,1013,362908,32292,38791,45159,15163,3384,41100,352936,5659,3978,13053,598498,130781,816323,123094,46878,24326,1880,198635,1559,7391,8940,101307,77180,1720,296355,217,1565,5364,2409,110372,55259,984,484417,6,6546,16281,39104,28545,204503,2083,156461,107524,24992,7398,16032,55093,24455,13454,607,173,111574,431,356,18,510,213,91,52,60,373,510,1829,1661
